"parDatasetID","datasetID","datasetDate","name","license","descr","refLink","lang","funderCont","custodyCont","funderID","custodyID","lastEdited","notes"
NA,"Ottawa-1",2020-04-08,"Delatolla Group University of Ottawa - Open Data","Open","The open data for Ottawa wastewater surveillance from the Delatolla Research group at the University of Ottawa. Testing is done for SARS-CoV-2 and other major pathogens.","https://github.com/Delatolla-lab/PHESD","eng",NA,"delatollaLab",NA,"Ottawa-1",2024-02-05,NA
