"polygonID","datasetID","name","descr","polyPop","geoType","geoEPSG","geoWKT","fileLocation","refLink","organizationID","contactID","lastEdited","notes"
NA,"Ottawa-1","ROPEC-Ottawa Metropolitan Area Sewershed","Polygon for the Ottawa Metropolitan area sewershed serviced by the ROPEC wastewater treatment plant",1100000,NA,NA,NA,NA,NA,"Ottawa-1","delatollaLab",2024-02-05,NA
