"parSiteID","siteID","datasetID","polygonID","siteType","sampleShed","addressID","organizationID","contactID","name","descr","repOrg1","repOrg2","healthRegion","popServ","geoLat","geoLong","geoEPSG","lastEdited","notes"
NA,"Ottawa-1","Ottawa-1",NA,"wwtp","municp","ropec","Ottawa-1",NA,"Ottawa-ROPEC","The Robert O. Pickard Environmental Centre is a waste water treatment facility in Ottawa, Ontario, Canada. It provides secondary treatment to about 720,000 people.","Ottawa-1",NA,"Ontario Health Region - East",1100000,45.454147,-75.59248,NA,2024-02-05,NA
